handle,fieldType,name,visible,plainDescription,categorySlugs,primaryCategorySlug,media,mediaAltText,ribbon,brand,price,strikethroughPrice,cost,inventory,preOrderEnabled,preOrderMessage,preOrderLimit,sku,barcode,weight,baseUnit,baseUnitMeasurement,totalUnits,totalUnitsMeasurement,productOptionName1,productOptionType1,productOptionChoices1,productOptionName2,productOptionType2,productOptionChoices2,productOptionName3,productOptionType3,productOptionChoices3,productOptionName4,productOptionType4,productOptionChoices4,productOptionName5,productOptionType5,productOptionChoices5,productOptionName6,productOptionType6,productOptionChoices6,modifierName1,modifierType1,modifierCharLimit1,modifierMandatory1,modifierDescription1,modifierName2,modifierType2,modifierCharLimit2,modifierMandatory2,modifierDescription2,modifierName3,modifierType3,modifierCharLimit3,modifierMandatory3,modifierDescription3,modifierName4,modifierType4,modifierCharLimit4,modifierMandatory4,modifierDescription4,modifierName5,modifierType5,modifierCharLimit5,modifierMandatory5,modifierDescription5,modifierName6,modifierType6,modifierCharLimit6,modifierMandatory6,modifierDescription6,modifierName7,modifierType7,modifierCharLimit7,modifierMandatory7,modifierDescription7,modifierName8,modifierType8,modifierCharLimit8,modifierMandatory8,modifierDescription8,modifierName9,modifierType9,modifierCharLimit9,modifierMandatory9,modifierDescription9,modifierName10,modifierType10,modifierCharLimit10,modifierMandatory10,modifierDescription10
Product_3cdf9543-50d9-44f1-a95f-f1d423ed7e9f,MEDIA,,,,,,ebf235_a23fb0ce90c942c48097b98dccc7c13f~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_3cdf9543-50d9-44f1-a95f-f1d423ed7e9f,MEDIA,,,,,,ebf235_b099dd62f52f4dfaafc3daaadc3d27e7~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_220f0b82-a1f5-473f-9248-bf67cf28aae1,PRODUCT,Vanjaram - Head Curry Cut(𝗡𝗲𝘁: 𝟱𝟬𝟬𝗴) + Slices Full Ring(𝗡𝗲𝘁: 𝟱𝟬𝟬𝗴),true,"<h2><span style=""font-weight: 700"">Combo Pack Details</span></h2><p><span style=""font-weight: 700"">Vanjaram - Slices Full Ring</span>&nbsp;(𝗚𝗿𝗼𝘀𝘀: <span style=""font-weight: 700"">8</span>𝟱𝟬𝗴, 𝗡𝗲𝘁: 𝟱𝟬𝟬𝗴)</p><p><span style=""font-weight: 700"">Vanjaram - Head Curry Cut</span>&nbsp;(𝗡𝗲𝘁: 𝟱𝟬𝟬𝗴)</p><p><span style=""font-weight: 700"">Serving size - (4-7 Pcs)</span></p><h3><span style=""font-weight: 700"">Vanjaram Fish&nbsp;– Head Curry Cut</span></h3><ul><li><p><span style=""font-weight: 700"">Net Weight :</span>&nbsp;500g</p></li><li><p><span style=""font-weight: 700"">Protein: </span>18g – 20g</p></li><li><p><span style=""font-weight: 700"">Texture:</span>&nbsp;Rich, juicy, and intensely flavorful</p></li></ul><h3><span style=""font-weight: 700"">Vanjaram&nbsp;– Full Ring Slices</span></h3><ul><li><p><span style=""font-weight: 700"">Net Weight :</span>&nbsp;500g</p></li><li><p><span style=""font-weight: 700"">Gross Weight :</span>&nbsp;850g</p></li><li><p><span style=""font-weight: 700"">Protein: </span>18g – 20g</p></li><li><p><span style=""font-weight: 700"">Texture:</span>&nbsp;Thick, firm and meaty</p></li></ul><h3><span style=""font-weight: 700"">Nutritional Profile Vanjaram (Per 100g)</span></h3><p>Seer Fish is a nutritional powerhouse, especially famous for its high healthy fat content.</p><table><tr><td><p><span style=""font-weight: 700"">Nutrient</span></p></td><td><p><span style=""font-weight: 700"">Amount</span></p></td></tr><tr><td><p><span style=""font-weight: 700"">Calories</span></p></td><td><p>120 – 150 kcal</p></td></tr><tr><td><p><span style=""font-weight: 700"">Protein</span></p></td><td><p>20g – 21g</p></td></tr><tr><td><p><span style=""font-weight: 700"">Total Fat</span></p></td><td><p>4g – 6g</p></td></tr><tr><td><p><span style=""font-weight: 700"">Omega-3 Fatty Acids</span></p></td><td><p>Very High</p></td></tr><tr><td><p><span style=""font-weight: 700"">Vitamin B12</span></p></td><td><p>High</p></td></tr><tr><td><p><span style=""font-weight: 700"">Selenium &amp; Iodine</span></p></td><td><p>High</p></td></tr></table><h2><span style=""font-weight: 700"">Product Highlights</span></h2><ul><li><p>Premium Vanjaram seafood combo with curry and fry cuts</p></li><li><p>Freshly sourced and professionally cleaned</p></li><li><p>Ideal for spicy curries, fish fry, and grilled seafood recipes</p></li><li><p>Thick meaty slices with minimal bones</p></li><li><p>Rich in protein and essential nutrients</p></li><li><p>Perfect for authentic coastal-style family meals</p></li></ul><h2><span style=""font-weight: 700"">Chef’s Tip</span></h2><p>Vanjaram Fish&nbsp;head pieces are best slow-cooked in traditional tamarind-based curries with shallots, garlic, tomatoes, and curry leaves for a deeply aromatic coastal gravy. The full ring slices taste exceptional when marinated with chili powder, turmeric, black pepper, ginger-garlic paste, and lemon juice before shallow frying until crisp outside and juicy inside.</p>",combos,combos,,,,,1100,1399,,IN_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_220f0b82-a1f5-473f-9248-bf67cf28aae1,MEDIA,,,,,,ebf235_8378e31b6f5a4935bfae868feff405b9~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_220f0b82-a1f5-473f-9248-bf67cf28aae1,MEDIA,,,,,,ebf235_189f66d651494227bec3b97492dc8ff3~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_220f0b82-a1f5-473f-9248-bf67cf28aae1,MEDIA,,,,,,ebf235_313c7d0c68844014aa8eb9fa87d81db4~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_220f0b82-a1f5-473f-9248-bf67cf28aae1,MEDIA,,,,,,ebf235_01975216fc694fd0b6ed7205b294b07d~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_220f0b82-a1f5-473f-9248-bf67cf28aae1,MEDIA,,,,,,ebf235_baeda4bf90974a4a84da09bc112b80d0~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_2c5ea1b3-1844-49d4-b6e9-012ecef5e530,PRODUCT,White Pomfret  - Sliced(𝗡𝗲𝘁: 𝟱𝟬𝟬𝗴) + Kanangeluthi Whole(𝗡𝗲𝘁: 𝟱𝟬𝟬𝗴),true,"<h2><span style=""font-weight: 700"">Combo Pack Details</span></h2><p><span style=""font-weight: 700"">Kanangeluthi - Whole</span>&nbsp;(𝗚𝗿𝗼𝘀𝘀: 𝟳𝟱𝟬𝗴, 𝗡𝗲𝘁: 𝟱𝟬𝟬𝗴)</p><p><span style=""font-weight: 700"">White Pomfret -</span>&nbsp;<span style=""font-weight: 700"">Sliced</span>&nbsp;(𝗚𝗿𝗼𝘀𝘀: 𝟳𝟱𝟬𝗴, 𝗡𝗲𝘁: 𝟱𝟬𝟬𝗴)</p><h3><span style=""font-weight: 700"">Vellai Vaval Fish&nbsp;– Slices</span></h3><ul><li><p><span style=""font-weight: 700"">Net Weight :</span>&nbsp;500g</p></li><li><p><span style=""font-weight: 700"">Gross Weight :</span>&nbsp;750g</p></li><li><p><span style=""font-weight: 700"">Protein: </span>18g – 20g</p></li><li><p><span style=""font-weight: 700"">Pieces:</span>&nbsp;Approximately 7 – 12 slices</p></li><li><p><span style=""font-weight: 700"">Preparation:</span>&nbsp;Freshly caught and thoroughly cleaned. </p></li><li><p><span style=""font-weight: 700"">Texture:</span>&nbsp;Soft, buttery, and tender</p></li></ul><h3><span style=""font-weight: 700"">kanangeluthi Fish&nbsp;– Whole Cleaned</span></h3><ul><li><p><span style=""font-weight: 700"">Net Weight:</span>&nbsp;500g</p></li><li><p><span style=""font-weight: 700"">Gross Weight :</span>&nbsp;750g</p></li><li><p><span style=""font-weight: 700"">Protein: </span>18g – 19g</p></li><li><p><span style=""font-weight: 700"">Preparation:</span>&nbsp;Whole fish, thoroughly cleaned and ready to cook</p></li><li><p><span style=""font-weight: 700"">Texture:</span>&nbsp;Soft, juicy, and richly flavorful</p></li></ul><h3><span style=""font-weight: 700"">Nutritional Profile Kanangeluthi (Per 100g)</span></h3><p>Indian Mackerel is one of the best sources of heart-healthy fats and essential vitamins.</p><table><tr><td><p><span style=""font-weight: 700"">Nutrient</span></p></td><td><p><span style=""font-weight: 700"">Amount</span></p></td></tr><tr><td><p><span style=""font-weight: 700"">Calories</span></p></td><td><p>190 - 205 kcal</p></td></tr><tr><td><p><span style=""font-weight: 700"">Protein</span></p></td><td><p>18g - 19g</p></td></tr><tr><td><p><span style=""font-weight: 700"">Total Fat</span></p></td><td><p>12g (Healthy Fats)</p></td></tr><tr><td><p><span style=""font-weight: 700"">Omega-3 Fatty Acids</span></p></td><td><p>Very High</p></td></tr><tr><td><p><span style=""font-weight: 700"">Vitamin D</span></p></td><td><p>80% of Daily Value</p></td></tr><tr><td><p><span style=""font-weight: 700"">Vitamin B12</span></p></td><td><p>200% of Daily Value</p></td></tr></table><h3><span style=""font-weight: 700"">Nutritional Profile White Pomfret (Per 100g)</span></h3><p>White Pomfret is a nutrient-dense choice, offering lean protein and essential healthy fats.</p><table><tr><td><p><span style=""font-weight: 700"">Nutrient</span></p></td><td><p><span style=""font-weight: 700"">Amount</span></p></td></tr><tr><td><p><span style=""font-weight: 700"">Calories</span></p></td><td><p>90 – 110 kcal</p></td></tr><tr><td><p><span style=""font-weight: 700"">Protein</span></p></td><td><p>18g – 20g</p></td></tr><tr><td><p><span style=""font-weight: 700"">Total Fat</span></p></td><td><p>3g – 5g</p></td></tr><tr><td><p><span style=""font-weight: 700"">Omega-3 Fatty Acids</span></p></td><td><p>High</p></td></tr><tr><td><p><span style=""font-weight: 700"">Vitamin D &amp; B12</span></p></td><td><p>High</p></td></tr><tr><td><p><span style=""font-weight: 700"">Iodine &amp; Zinc</span></p></td><td><p>Moderate</p></td></tr></table><h2><span style=""font-weight: 700"">Product Highlights</span></h2><ul><li><p>Premium seafood combo with two authentic coastal favorites</p></li><li><p>Freshly sourced and professionally cleaned</p></li><li><p>Perfect for fish fry, curries, and traditional seafood meals</p></li><li><p>Combines buttery texture with rich savory flavor</p></li><li><p>Rich in protein and essential nutrients</p></li><li><p>Ideal for wholesome family-style seafood cooking</p></li></ul><h2><span style=""font-weight: 700"">Chef’s Tip</span></h2><p>Vellai Vaval Fish&nbsp;tastes exceptional when lightly marinated with turmeric, pepper, garlic paste, and lemon juice before shallow frying until crisp and golden. Pair it with spicy tamarind or coconut-based curry made using Kanankeluthi Fish&nbsp;for a flavorful coastal seafood meal packed with authentic South Indian aroma and taste.</p>",combos,combos,,,,,1300,1999,,IN_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_2c5ea1b3-1844-49d4-b6e9-012ecef5e530,MEDIA,,,,,,ebf235_886939a7a1dd4b25a2e8623aac96522d~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_2c5ea1b3-1844-49d4-b6e9-012ecef5e530,MEDIA,,,,,,ebf235_91ae37fe225644689530adf61ba9819a~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_2c5ea1b3-1844-49d4-b6e9-012ecef5e530,MEDIA,,,,,,ebf235_7575cbc5386f474da9f38bb8e25fad1d~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_c5c4bf48-1498-4d25-a6d5-3eb3dc8f8728,PRODUCT,"Kadal Veraal / Cobia  - 𝗙𝗶𝗹𝗹𝗲𝘁 (𝗡: 𝟯𝟱𝟬𝗴 - 𝟰𝟬𝟬𝗴, 𝗚: 𝟴𝟱𝟬𝗴)",true,"<h2><span style=""font-weight: 700"">Fresh Kadal Veraal </span>(Cobia /<span style=""font-weight: 700"">&nbsp;</span>கடல் விரால்)</h2><h2><span style=""font-weight: 700"">Product Overview</span></h2><ul><li><p><span style=""font-weight: 700"">Net Weight:</span>&nbsp;350g - 400g</p></li><li><p><span style=""font-weight: 700"">Gross Weight :</span>&nbsp;850g</p></li><li><p><span style=""font-weight: 700"">Protein: </span>18g – 20g</p></li><li><p><span style=""font-weight: 700"">Preparation:</span>&nbsp;Freshly sourced, thoroughly cleaned, and cut hygienically. Available as Whole Cleaned or Curry Cut pieces.</p></li><li><p><span style=""font-weight: 700"">Texture:</span>&nbsp;Soft, juicy, and tender with a rich, meaty flavor profile.</p></li></ul><p>Known for its rich flavor, soft flesh, and traditional coastal appeal, Kadal Veraal&nbsp;is a highly valued seafood choice across South India. Recognized for its smooth skin, firm body, and succulent meat, this fish is especially loved for its deep, savory taste that becomes even more flavorful when cooked in spicy gravies or rustic village-style preparations. Its tender texture and naturally juicy flesh make it ideal for hearty home-cooked seafood meals. Freshly sourced and carefully cleaned, our Kadal Veraal is prepared to deliver an authentic coastal dining experience.</p><h2><span style=""font-weight: 700"">Nutritional Profile (Per 100g)</span></h2><p>Kadal Veraal&nbsp;is a wholesome seafood option rich in protein and essential minerals.</p><table><tr><td><p>Nutrient</p></td><td><p>Amount</p></td></tr><tr><td><p>Calories</p></td><td><p>105 – 130 kcal</p></td></tr><tr><td><p>Protein</p></td><td><p>18g – 20g</p></td></tr><tr><td><p>Total Fat</p></td><td><p>3g – 5g</p></td></tr><tr><td><p>Omega-3 Fatty Acids</p></td><td><p>Moderate</p></td></tr><tr><td><p>Calcium</p></td><td><p>Moderate</p></td></tr><tr><td><p>Vitamin B12</p></td><td><p>High</p></td></tr></table><h2><span style=""font-weight: 700"">Key Benefits</span></h2><h3>Protein-Rich Nutrition</h3><p>Provides high-quality protein essential for muscle growth, tissue repair, and overall body strength.</p><h3>Energy &amp; Nerve Support</h3><p>Naturally rich in Vitamin B12, which supports healthy nerve function and helps maintain energy levels.</p><h3>Heart Wellness</h3><p>Contains beneficial Omega-3 fatty acids that contribute to cardiovascular health and overall wellness.</p><h3>Bone Strength</h3><p>Supplies essential minerals like Calcium and Phosphorus that help maintain strong bones and teeth.</p><h3>Satisfying &amp; Nourishing</h3><p>Its rich texture and filling nature make it an excellent choice for wholesome, comforting seafood meals.</p><h2><span style=""font-weight: 700"">Chef’s Tip</span></h2><p>Kadal Veraal&nbsp;is especially popular in traditional South Indian fish curries and spicy coastal gravies. Its soft meat absorbs spices beautifully, making it perfect for a fiery tamarind-based curry or a rustic village-style fish kuzhambu. For the best flavor, cook it slowly with shallots, garlic, curry leaves, and freshly ground masalas. Since the flesh is delicate, avoid excessive stirring while cooking to help the pieces remain intact and flavorful.</p>",boneless;fishes;instant-buy,instant-buy,,,,,650,949,,IN_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_c5c4bf48-1498-4d25-a6d5-3eb3dc8f8728,MEDIA,,,,,,ebf235_89117a4f97c64e45bf728fe0a5e96277~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_c5c4bf48-1498-4d25-a6d5-3eb3dc8f8728,MEDIA,,,,,,ebf235_b099dd62f52f4dfaafc3daaadc3d27e7~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_bea0bf32-95cb-4cf3-953f-951714308760,PRODUCT,White Pomfret- Sliced(𝗡𝗲𝘁: 𝟱𝟬𝟬𝗴) + WhitePrawn- Cleaned(𝗡𝗲𝘁 : 𝟰𝟬𝟬𝗴),true,"<h2><span style=""font-weight: 700"">Combo Pack Details</span></h2><p><span style=""font-weight: 700"">White Pomfret -</span>&nbsp;<span style=""font-weight: 700"">Sliced</span>&nbsp;(𝗚𝗿𝗼𝘀𝘀: 𝟳𝟱𝟬𝗴, 𝗡𝗲𝘁: 𝟱𝟬𝟬𝗴)</p><p><span style=""font-weight: 700"">White Prawn -</span>&nbsp;𝗖𝗹𝗲𝗮𝗻𝗲𝗱 𝗮𝗻𝗱 𝗱𝗲𝘃𝗲𝗶𝗻𝗲𝗱 (𝗚𝗿𝗼𝘀𝘀: 𝟴𝟬𝟬𝗴, 𝗡𝗲𝘁: 𝟰𝟬𝟬𝗴)</p><h3><span style=""font-weight: 700"">Vellai Vaval Fish&nbsp;– Slices</span></h3><ul><li><p><span style=""font-weight: 700"">Net Weight :</span>&nbsp;500g</p></li><li><p><span style=""font-weight: 700"">Gross Weight :</span>&nbsp;750g</p></li><li><p><span style=""font-weight: 700"">Protein: </span>18g – 20g</p></li><li><p><span style=""font-weight: 700"">Pieces:</span>&nbsp;Approximately 7 – 12 slices</p></li><li><p><span style=""font-weight: 700"">Preparation:</span>&nbsp;Freshly caught and thoroughly cleaned. </p></li><li><p><span style=""font-weight: 700"">Texture:</span>&nbsp;Soft, buttery, and tender</p></li></ul><h3><span style=""font-weight: 700"">White Prawn&nbsp;– Cleaned &amp; Deveined</span></h3><ul><li><p><span style=""font-weight: 700"">Net Weight:</span>&nbsp;400g</p></li><li><p><span style=""font-weight: 700"">Gross Weight:</span>&nbsp;800g</p></li><li><p><span style=""font-weight: 700"">Protein: </span>18g – 20g</p></li><li><p><span style=""font-weight: 700"">Preparation:</span>&nbsp;Hygienically cleaned and deveined</p></li><li><p><span style=""font-weight: 700"">Texture:</span>&nbsp;Tender, juicy, and mildly sweet</p></li></ul><h3><span style=""font-weight: 700"">Nutritional Profile White Pomfret (Per 100g)</span></h3><p>White Pomfret is a nutrient-dense choice, offering lean protein and essential healthy fats.</p><table><tr><td><p><span style=""font-weight: 700"">Nutrient</span></p></td><td><p><span style=""font-weight: 700"">Amount</span></p></td></tr><tr><td><p><span style=""font-weight: 700"">Calories</span></p></td><td><p>90 – 110 kcal</p></td></tr><tr><td><p><span style=""font-weight: 700"">Protein</span></p></td><td><p>18g – 20g</p></td></tr><tr><td><p><span style=""font-weight: 700"">Total Fat</span></p></td><td><p>3g – 5g</p></td></tr><tr><td><p><span style=""font-weight: 700"">Omega-3 Fatty Acids</span></p></td><td><p>High</p></td></tr><tr><td><p><span style=""font-weight: 700"">Vitamin D &amp; B12</span></p></td><td><p>High</p></td></tr><tr><td><p><span style=""font-weight: 700"">Iodine &amp; Zinc</span></p></td><td><p>Moderate</p></td></tr></table><h3><span style=""font-weight: 700"">Nutritional Profile White Prawn (Per 100g)</span></h3><p>Fresh Water Prawns are an excellent source of lean protein and essential micronutrients.</p><table><tr><td><p><span style=""font-weight: 700"">Nutrient</span></p></td><td><p><span style=""font-weight: 700"">Amount</span></p></td></tr><tr><td><p><span style=""font-weight: 700"">Calories</span></p></td><td><p>85 - 90 kcal</p></td></tr><tr><td><p><span style=""font-weight: 700"">Protein</span></p></td><td><p>18g - 20g</p></td></tr><tr><td><p><span style=""font-weight: 700"">Total Fat</span></p></td><td><p>&lt; 1g</p></td></tr><tr><td><p><span style=""font-weight: 700"">Phosphorus</span></p></td><td><p>High</p></td></tr><tr><td><p><span style=""font-weight: 700"">Omega-3 Fatty Acids</span></p></td><td><p>Good Source</p></td></tr><tr><td><p><span style=""font-weight: 700"">Iodine</span></p></td><td><p>Rich</p></td></tr></table><h2><span style=""font-weight: 700"">Product Highlights</span></h2><ul><li><p>Premium seafood combo with fish and prawns</p></li><li><p>Freshly sourced and professionally cleaned</p></li><li><p>Ready-to-cook convenience for easy meal preparation</p></li><li><p>Perfect for fish fry, prawn roast, curries, and grills</p></li><li><p>Rich in protein and essential nutrients</p></li><li><p>Ideal for family seafood meals and special occasions</p></li></ul><h2><span style=""font-weight: 700"">Chef’s Tip</span></h2><p>Vellai Vaval Fish&nbsp;tastes best when lightly marinated with turmeric, pepper, garlic paste, and lemon juice before shallow frying until crisp and golden. Pair it with spicy garlic butter or Chettinad-style White Prawn&nbsp;masala for a flavorful seafood spread bursting with authentic coastal aroma and taste.</p>",combos,combos,,,,,1550,1899,,IN_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_bea0bf32-95cb-4cf3-953f-951714308760,MEDIA,,,,,,ebf235_fb8f726eb38f4190b9a52a3bbe188a26~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_bea0bf32-95cb-4cf3-953f-951714308760,MEDIA,,,,,,ebf235_2a6a54bf24c641448b035f9ee6dc02f5~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_bea0bf32-95cb-4cf3-953f-951714308760,MEDIA,,,,,,ebf235_58b423435f64477d9f9e9d85867400e5~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_801fc0fa-1f1a-4f9e-a258-f746fc673f6a,PRODUCT,Vanjaram - Sliced(𝗡𝗲𝘁: 𝟱𝟬𝟬𝗴) + Sankara - Whole(𝗡𝗲𝘁: 𝟱𝟬𝟬𝗴),true,"<h2><span style=""font-weight: 700"">Combo Pack Details</span></h2><p><span style=""font-weight: 700"">Vanjaram - Sliced</span>&nbsp;(𝗚𝗿𝗼𝘀𝘀: <span style=""font-weight: 700"">7</span>𝟱𝟬𝗴, 𝗡𝗲𝘁: 𝟱𝟬𝟬𝗴)</p><p><span style=""font-weight: 700"">Sankara -</span>&nbsp;<span style=""font-weight: 700"">Whole</span>&nbsp;(𝗚𝗿𝗼𝘀𝘀: 𝟳𝟱𝟬𝗴, 𝗡𝗲𝘁: 𝟱𝟬𝟬𝗴)</p><h3><span style=""font-weight: 700"">Vanjaram&nbsp;– Slices</span></h3><ul><li><p><span style=""font-weight: 700"">Net Weight :</span>&nbsp;500g</p></li><li><p><span style=""font-weight: 700"">Gross Weight :</span>&nbsp;750g</p></li><li><p><span style=""font-weight: 700"">Protein: </span>18g – 20g</p></li><li><p><span style=""font-weight: 700"">Pieces:</span>&nbsp;Approximately 4 – 8 pieces</p></li><li><p><span style=""font-weight: 700"">Texture:</span>&nbsp;Thick, firm and meaty</p></li></ul><h3><span style=""font-weight: 700"">Sankara Fish&nbsp;– Whole</span></h3><ul><li><p><span style=""font-weight: 700"">Net Weight :</span>&nbsp;500g</p></li><li><p><span style=""font-weight: 700"">Gross Weight :</span>&nbsp;750g</p></li><li><p><span style=""font-weight: 700"">Protein: </span>20g – 22g</p></li><li><p><span style=""font-weight: 700"">Pieces:</span>&nbsp;Approximately 6 – 12 whole fish</p></li><li><p><span style=""font-weight: 700"">Texture:</span>&nbsp;Flaky, mildly sweet, and flavorful</p></li></ul><h3><span style=""font-weight: 700"">Nutritional Profile Vanjaram (Per 100g)</span></h3><p>Seer Fish is a nutritional powerhouse, especially famous for its high healthy fat content.</p><table><tr><td><p><span style=""font-weight: 700"">Nutrient</span></p></td><td><p><span style=""font-weight: 700"">Amount</span></p></td></tr><tr><td><p><span style=""font-weight: 700"">Calories</span></p></td><td><p>120 – 150 kcal</p></td></tr><tr><td><p><span style=""font-weight: 700"">Protein</span></p></td><td><p>20g – 21g</p></td></tr><tr><td><p><span style=""font-weight: 700"">Total Fat</span></p></td><td><p>4g – 6g</p></td></tr><tr><td><p><span style=""font-weight: 700"">Omega-3 Fatty Acids</span></p></td><td><p>Very High</p></td></tr><tr><td><p><span style=""font-weight: 700"">Vitamin B12</span></p></td><td><p>High</p></td></tr><tr><td><p><span style=""font-weight: 700"">Selenium &amp; Iodine</span></p></td><td><p>High</p></td></tr></table><h3><span style=""font-weight: 700"">Nutritional Profile Sankara (Per 100g)</span></h3><p>Red Snapper is a low-calorie, high-nutrient choice perfect for a balanced diet.</p><table><tr><td><p><span style=""font-weight: 700"">Nutrient</span></p></td><td><p><span style=""font-weight: 700"">Amount</span></p></td></tr><tr><td><p><span style=""font-weight: 700"">Calories</span></p></td><td><p>100 - 110 kcal</p></td></tr><tr><td><p><span style=""font-weight: 700"">Protein</span></p></td><td><p>20g - 22g</p></td></tr><tr><td><p><span style=""font-weight: 700"">Total Fat</span></p></td><td><p>1.5g</p></td></tr><tr><td><p><span style=""font-weight: 700"">Omega-3 Fatty Acids</span></p></td><td><p>Moderate to High</p></td></tr><tr><td><p><span style=""font-weight: 700"">Potassium</span></p></td><td><p>420 mg</p></td></tr><tr><td><p><span style=""font-weight: 700"">Selenium</span></p></td><td><p>65% of Daily Value</p></td></tr></table><h2><span style=""font-weight: 700"">Product Highlights</span></h2><ul><li><p>Premium seafood combo with two highly loved coastal fish varieties</p></li><li><p>Freshly sourced and professionally cleaned</p></li><li><p>Ideal for curries, fish fry, grilling, and seafood feasts</p></li><li><p>Combines flaky tender meat with thick premium slices</p></li><li><p>Rich in protein and essential nutrients</p></li><li><p>Perfect for wholesome family-style seafood cooking</p></li></ul><h2><span style=""font-weight: 700"">Chef’s Tip</span></h2><p>Vanjaram Fish&nbsp;tastes exceptional when marinated with chili powder, turmeric, ginger-garlic paste, black pepper, and lemon juice before shallow frying until golden and crisp. Pair it with tangy tamarind-based curry prepared using Sankara Fish&nbsp;for a complete coastal seafood meal packed with authentic South Indian flavors and aromas.</p>",combos,combos,,,,,1225,1499,,IN_STOCK,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_801fc0fa-1f1a-4f9e-a258-f746fc673f6a,MEDIA,,,,,,ebf235_ea4120358ced4a7fa1659c71677a6279~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product_801fc0fa-1f1a-4f9e-a258-f746fc673f6a,MEDIA,,,,,,ebf235_189f66d651494227bec3b97492dc8ff3~mv2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
